titre;auteur;genre;isbn;editeur;date_publication;nb_pages
Tant qu'il y aura des cèdres;Pierre JARAWAN;Literary Collections;9782253077756;Le Livre de Poche;27/02/2020;403
Le Jour des cendres;Jean-Christophe GRANGE;Fiction;9782253079460;Le Livre de Poche;03/06/2020;368
Neuf parfaits étrangers;Liane MORIARTY;Fiction;9782253079811;Le Livre de Poche;03/02/2020;512
Aria;Nazanine HOZAR;Fiction;9782253080039;Le Livre de Poche;19/08/2020;522
Le poète;Michael CONNELLY;Fiction;9782253085867;Le Livre de Poche;01/01/2013;541
La piste noire;Asa LARSSON;;9782253086314;Le Livre de Poche;09/12/2020;
Ils ne savent pas ce qu'ils font;Jussi VALTONEN;Fiction;9782253088196;Le Livre de Poche;11/01/2017;672
Le Sang des roses;Patrick CAUVIN;;9782253090267;Le Livre de Poche;07/01/2004;316
Choc;Robin COOK;;9782253090328;Le Livre de Poche;01/01/2001;412
Le Réseau Corneille;Ken FOLLETT;;9782253090564;Le Livre de Poche;05/05/2004;599
Lorsque j'étais quelqu'un d'autre;Stéphane ALLIX;Biography & Autobiography;9782253091707;Le Livre de Poche;20/10/2017;456
Sans même un adieu;Robert GODDARD;Fiction;9782253092643;Le Livre de Poche;10/11/2016;529
La Soeur de l'ombre;Patricia MACDONALD;;9782253092940;Le Livre de Poche;04/03/2015;336
L'allée du Sycomore;John GRISHAM;;9782253093060;Le Livre de Poche;25/03/2015;768
À la lumière de ce que nous savons;Zia Haider RAHMAN;Fiction;9782253098799;Le Livre de Poche;;528
La nuit est mon royaume;Mary HIGGINS CLARK;;9782253099123;Le Livre de Poche;04/01/2006;445
Corky;Joyce Carol OATES;;9782253099703;Le Livre de Poche;04/02/2015;960
Les Collines d'Eucalyptus;Duong THU HUONG;;9782253099918;Le Livre de Poche;25/02/2015;888
Couleurs de l'incendie;Pierre LEMAITRE;Fiction;9782253100416;Le Livre de Poche;03/01/2018;544
Une seconde chance;Mary HIGGINS CLARK;;9782253101222;Le Livre de Poche;05/01/2005;409
Ceux qu'on aime;Victoria HISLOP;Literary Collections;9782253101727;Le Livre de Poche;10/10/2019;403
Le bruissement des feuilles;Karen VIGGERS;Fiction;9782253101734;Le Livre de Poche;11/04/2019;376
L'Institut;Stephen KING;Fiction;9782253103424;Le Livre de Poche;03/02/2020;608
Loin;Alexis MICHALIK;;9782253103592;Le Livre de Poche;01/01/2020;643
Il n'est pire aveugle;John BOYNE;Fiction;9782253106517;Le Livre de Poche;07/04/2021;380
A la recherche d'Alice Love;Liane MORIARTY;;9782253106673;Le Livre de Poche;01/01/2019;459
L'oiseau bleu d'Erzeroum;Ian MANOOK;Choisir un groupe;9782253107705;Le Livre de Poche;01/01/2021;0
Vertu de jade;Lisa FLEISCHMAN;;9782253108412;Le Livre de Poche;16/06/2004;543
D'amour et d'eau fraîche;T. Coraghessan BOYLE;;9782253109099;Le Livre de Poche;19/10/2005;723
L'Ombre de Gray mountain;John GRISHAM;;9782253111948;Le Livre de Poche;04/05/2016;576
La dernière porte;Dean KOONTZ;;9782253112532;Le Livre de Poche;23/03/2005;922
Lapidation;Alain ABSIRE;;9782253112563;Fayard;;300
Jonathan Strange et Mr Norrell;Susanna CLARKE;;9782253112839;Le Livre de Poche;27/02/2008;1149
Peur blanche;Ken FOLLETT;;9782253113041;Le Livre de Poche;28/02/2006;442
L'Empire des Loups;Jean-Christophe GRANGE;;9782253113935;Le Livre de Poche;22/06/2005;572
Une mort sans nom;Patricia CORNWELL;;9782253114109;Le Livre de Poche;03/10/2007;480
Le Royaume du dragon d'or;Isabel ALLENDE;;9782253115373;Le Livre de Poche;01/03/2006;320
La Ligne noire;Jean-Christophe GRANGE;;9782253116592;Le Livre de Poche;07/06/2006;608
Saison noire;Pat CONROY;;9782253117803;Le Livre de Poche;01/11/2006;537
Geisha;Arthur GOLDEN;;9782253117957;Le Livre de Poche;16/05/2006;604
La Piste africaine;Christine ARNOTHY;;9782253117971;Le Livre de Poche;07/02/2007;539
Loin de Chandigarh;Annick LE GOYAT Tarun TEJPAL;;9782253118015;Le Livre de Poche;01/01/2007;692
Le Cercle des initiés;T. Coraghessan BOYLE;;9782253118114;Le Livre de Poche;18/04/2007;608
Relations inquiétantes;Christine ARNOTHY;;9782253118145;Le Livre de Poche;07/02/2007;377
Zorro;Isabel ALLENDE;;9782253118305;Le Livre de Poche;07/03/2007;541
Paranoïa;Joseph FINDER;;9782253119142;Le Livre de Poche;17/01/2007;640
Le Chirurgien Ambulant;Wolf SERNO;Fiction;9782253119227;Le Livre de Poche;01/01/2007;792
La Plantation;Calixthe BEYALA;;9782253119968;Le Livre de Poche;14/02/2007;413
LE SOUFFLE DES DIEUX.;Bernard WERBER;;9782253121190;Le Livre de Poche;01/01/2007;631
4 Fers Au Feu;James PATTERSON;Fiction;9782253123088;Le Livre de Poche;01/10/2008;403
Deception Point;Dan BROWN;;9782253123163;Le Livre de Poche;03/01/2008;704
Company Man;Joseph FINDER;;9782253123279;Le Livre de Poche;01/01/2008;697
Salem;Stephen KING;;9782253124993;Le Livre de Poche;25/02/2009;827
Les Mille et Une Vies de Billy Milligan;Daniel KEYES;;9782253125020;Le Livre de Poche;28/01/2009;636
Le roi des mensonges;John HART;;9782253125129;Le Livre de Poche;15/04/2009;445
Les vivants et les ombres;Diane MEUR;Fiction;9782253125655;Le Livre de Poche;01/02/2010;633
Le rapport de Brodeck - Prix Goncourt des lycéens 2007;Philippe CLAUDEL;;9782253125723;Le Livre de Poche;01/04/2009;374
Un monde sans fin;Ken FOLLETT;;9782253125761;Le Livre de Poche;06/01/2010;1344
De l'eau pour les éléphants;Sara GRUEN;;9782253125808;Le Livre de Poche;03/06/2009;480
La Chute des géants;Ken FOLLETT;Fiction;9782253125952;;11/10/2012;915
Le Siècle, Tome 2 : L'Hiver du monde;Ken FOLLETT;;9782253125969;Le Livre de Poche;30/10/2013;1032
Forteresse digitale;Dan BROWN;;9782253127079;Le Livre de Poche;07/01/2009;512
Erreur fatale;Robin COOK;;9782253127123;Le Livre de Poche;13/05/2009;633
La trilogie berlinoise (cc);Philip KERR;;9782253128434;Le Livre de Poche;13/01/2010;1024
Seul contre tous;Jeffrey ARCHER;;9782253128519;Le Livre de Poche;31/03/2010;640
La Mort, entre autres;Philip KERR;;9782253128526;Le Livre de Poche;02/02/2011;576
Melnitz;Charles LEWINSKY;Fiction;9782253129035;Le Livre de Poche;01/01/2010;955
Trudi la naine - Prix des lecteurs 2010(cc);Ursula HEGI;;9782253129431;Le Livre de Poche;03/02/2010;736
L'histoire d'Edgar Sawtelle;David WROBLEWSKI;Fiction;9782253129660;Le Livre de Poche;01/01/2010;702
Une mort esthétique;P. D. James;;9782253133742;Le Livre de Poche;02/03/2011;608
Le Symbole perdu;Dan BROWN;;9782253134176;Le Livre de Poche;02/02/2011;736
Au bout du monde;T. Coraghessan BOYLE;;9782253135456;Le Livre de Poche;01/06/1994;656
Le Plan infini;Isabel ALLENDE;;9782253136088;Le Livre de Poche;01/01/1994;472
L'enfant des sept mers;Paul-Loup SULITZER;French fiction;9782253136651;Le Livre de Poche;01/01/1995;510
Adamastor;André BRINK;;9782253137580;Le Livre de Poche;01/05/1995;116
La Grande rivière;Michelle CLEMENT-MAINARD;;9782253137702;Le Livre de Poche;01/07/1995;282
Les Fils de l'homme;P. D. James;;9782253138310;Le Livre de Poche;01/09/1995;311
Soleils amers;Eve de CASTRO;;9782253138419;Le Livre de Poche;01/10/1995;189
Soleils Rouges;Paul-Loup SULITZER;Fiction;9782253138921;Le Livre de Poche;01/02/1997;606
La Marque de Windfield;Ken FOLLETT;;9782253139096;Le Livre de Poche;01/02/1996;626
Conan Lord: Carnets secrets d'un cambrioleur;Serge BRUSSOLO;;9782253139218;Le Livre de Poche;01/01/1996;220
Ces enfants d'ailleurs;Arlette COUSTURE;;9782253139430;Le Livre de Poche;01/04/1996;569
L'orient, c'est l'orient;T. Coraghessan BOYLE;;9782253139706;Le Livre de Poche;01/01/1996;510
Tout au contraire;André BRINK;;9782253140207;Le Livre de Poche;01/10/1996;410
La Voleuse d'hommes;Margaret ATWOOD;;9782253140672;Le Livre de Poche;01/12/1996;600
Tête de diable;Paul-Loup SULITZER;;9782253140764;Le Livre de Poche;01/01/1995;445
La Route obscure;Serge BRUSSOLO;;9782253140863;Le Livre de Poche;01/01/1997;219
La Souille - Prix Interallié 1995;Franz-Olivier GIESBERT;;9782253140900;Le Livre de Poche;01/02/1997;215
Les imaginations du sable;André BRINK;;9782253142676;Le Livre de Poche;01/10/1997;505
Au-delà de la mer Egée;Elia KAZAN;;9782253142713;Le Livre de Poche;01/01/1997;635
Un garçon convenable *;Vikram SETH;Fiction;9782253143284;Le Livre de Poche;01/01/1997;1780
Le Pays de la liberté;Ken FOLLETT;;9782253143307;Le Livre de Poche;01/11/1997;476
Fleur de pavé : Roman sur un thème d'Aristide Bruant;Pascal LAINE;;9782253143567;Le Livre de Poche;01/12/1997;414
Qumran;Eliette ABECASSIS;;9782253143635;Le Livre de Poche;07/01/1998;474
Les Enfants du Graal , tome 1;Peter BERLING;;9782253144069;Le Livre de Poche;01/03/1998;823
Beach music;Pat CONROY;;9782253144519;Le Livre de Poche;03/06/1998;924
Le faucon du Siam;Axel AYLWEN;;9782253144526;Le Livre de Poche;27/05/1998;667
La montagne des parfums;Pédro LONG NGUYEN;;9782253145141;Le Livre de Poche;21/10/1998;602
La Plage;Alex GARLAND;;9782253146513;Le Livre de Poche;01/05/1999;474
América;T. Coraghessan BOYLE;;9782253146599;Le Livre de Poche;01/05/1999;447
L'envol du faucon;Axel AYLWEN;;9782253146742;Le Livre de Poche;16/06/1999;509
L'Or et la Cendre;Eliette ABECASSIS;;9782253146902;Le Livre de Poche;01/09/1999;378
La Confession de Dina Winter;Paul-Loup SULITZER;Fiction;9782253147114;Le Livre de Poche;01/01/1999;381
La Femme d'affaires;Paul-Loup SULITZER;Fiction;9782253147749;Le Livre de Poche;01/01/2000;351
Le Dernier vol du faucon, tome 3 : Le Faucon du Siam;Axel AYLWEN;;9782253148951;Le Livre de Poche;01/06/2000;505
Retour à Cold Mountain;Charles FRAZIER;;9782253149286;Le Livre de Poche;01/01/2000;506
Le Manuscrit de Port-Ebène - Prix Renaudot 1998;Dominique BONA;;9782253149880;Le Livre de Poche;01/01/1998;316
Meurtre à l'université : Un crime littéraire;Batya GOUR;;9782253149989;Le Livre de Poche;15/01/2001;352
Sac d'os;Stephen KING;;9782253150374;Le Livre de Poche;24/03/2001;725
Le loup mongol - Prix Médicis 1998;HOMERIC;;9782253150619;Le Livre de Poche;16/05/2001;473
L'enfant léopard;Daniel PICOULY;Fiction;9782253150749;Grasset;01/01/2001;347
Ça, tome 1;Stephen KING;;9782253151340;Le Livre de Poche;13/02/2002;800
Ça, tome 2;Stephen KING;;9782253151357;Le Livre de Poche;13/02/2002;638
Misery;Stephen KING;;9782253151371;Le Livre de Poche;04/09/2002;391
Coeurs perdus en Atlantide;Stephen KING;;9782253151401;Le Livre de Poche;05/03/2003;667
Le Fléau, tome 1;Stephen KING;;9782253151418;Le Livre de Poche;08/09/2010;764
Le Fléau, tome 2;Stephen KING;;9782253151425;Le Livre de Poche;04/06/2003;795
Simetierre;Stephen KING;;9782253151432;Le Livre de Poche;03/09/2003;636
Dreamcatcher;Stephen KING;;9782253151449;Le Livre de Poche;01/10/2003;890
Riven Rock;T. Coraghessan BOYLE;;9782253151845;Le Livre de Poche;07/11/2001;698
Le Vallon du diable;André BRINK;;9782253151906;Le Livre de Poche;04/01/2002;411
Le Cycle de Pendragon, tome 1: Taliesin;Stephen LAWHEAD;;9782253152187;Le Livre de Poche;01/09/2007;667
Véronika décide de mourir;Paulo COELHO;;9782253152279;Le Livre de Poche;13/02/2002;287
Sous l'aile du bizarre;Kate ATKINSON;;9782253152347;Le Livre de Poche;08/09/2010;407
Marie-Mai;Michelle CLEMENT-MAINARD;;9782253152378;Le Livre de Poche;13/02/2002;350
Laurier blanc;Janet FITCH;;9782253152897;Le Livre de Poche;15/05/2002;536
Jules César;Roger CARATINI;;9782253153276;Le Livre de Poche;03/06/2002;1020
La vengeance d'Esther;Paul-Loup SULITZER;Fiction;9782253154037;Le Livre de Poche;01/01/2003;415
Le trésor du Temple;Eliette ABECASSIS;;9782253154235;Le Livre de Poche;01/01/2003;320
Un ami de la terre;T. Coraghessan BOYLE;;9782253154297;Le Livre de Poche;19/02/2003;475
Etrangers dans la nuit;Marc LAMBRON;;9782253154426;Le Livre de Poche;12/03/2003;348
La Table des enfants;Isabelle HAUSSER;;9782253154631;Le Livre de Poche;03/04/2003;573
Le festin de l'orque;Stuart HARRISSON;;9782253154716;Le Livre de Poche;02/04/2003;374
Portrait sépia;Isabel ALLENDE;;9782253154839;Le Livre de Poche;04/06/2003;404
Six oies cendrées;Henri COULONGES;;9782253154938;Le Livre de Poche;04/06/2003;575
Tabarly;Benoît HEIMERMANN;;9782253154945;Le Livre de Poche;04/06/2003;540
Code zéro;Ken FOLLETT;;9782253155041;Le Livre de Poche;15/05/2003;448
Les Anonymes;R. J. ELLORY;;9782253157113;Le Livre de Poche;29/02/2012;736
Par un matin d'automne;Robert GODDARD;;9782253158363;Le Livre de Poche;05/01/2011;544
Le club des incorrigibles optimistes - Prix Goncourt des lycéens 2009;Jean-Michel GUENASSIA;;9782253159643;Le Livre de Poche;24/08/2011;736
Le Scandale Modigliani (Littérature & Documents t. 32185);Ken FOLLETT;;9782253159735;Le Livre de Poche;19/11/2012;352
Duma Key;Stephen KING;;9782253159810;Le Livre de Poche;09/03/2011;864
Sépharade;Eliette ABECASSIS;;9782253160182;Le Livre de Poche;11/05/2011;480
L'Île des oubliés;Victoria HISLOP;;9782253161677;Le Livre de Poche;17/04/2013;528
Comme des larmes sous la pluie;Véronique BIEFNOT;Fiction;9782253162841;Le Livre de Poche;01/04/2014;354
Les Revenants;Laura KASISCHKE;;9782253164524;Le Livre de Poche;03/01/2013;672
Hôtel Adlon;Philip KERR;;9782253167273;Le Livre de Poche;03/01/2013;672
Heather Mallender a disparu;Robert GODDARD;;9782253169536;Le Livre de Poche;27/02/2013;720
L'Alliance des Trois (Autre-monde tome 1);Maxime CHATTAM;;9782253169567;Le Livre de Poche;31/10/2012;456
La fille de la nuit;Serge BRUSSOLO;;9782253170075;Le Livre de Poche;01/06/1997;316
Nécropsie;Hubert CORBIN;;9782253170228;Le Livre de Poche;01/01/1998;382
Morts en eaux troubles;Patricia CORNWELL;;9782253170327;Le Livre de Poche;13/05/1998;377
Le murmure des loups;Serge BRUSSOLO;;9782253170341;Le Livre de Poche;01/01/1998;249
La Maison du clair de lune;Mary HIGGINS CLARK;;9782253170372;Le Livre de Poche;03/06/1998;381
Joyeux Noël, Merry Christmas;Mary HIGGINS CLARK;;9782253170532;Le Livre de Poche;26/10/1998;254
Ni vue, ni connue;Mary HIGGINS CLARK;;9782253170563;Le Livre de Poche;01/01/2009;317
Contagion;Robin COOK;;9782253170822;Le Livre de Poche;01/06/1999;475
Genesis;John CASE;;9782253171300;Le Livre de Poche;01/12/1999;505
Combustion;Patricia CORNWELL;;9782253171348;Le Livre de Poche;03/05/2000;447
Les Rivières pourpres;Jean-Christophe GRANGE;;9782253171676;Le Livre de Poche;07/02/2001;410
Un témoin silencieux;Richard NORTH PATTERSON;Fiction;9782253171737;Le Livre de Poche;01/03/2001;478
La Chambre indienne;Serge BRUSSOLO;;9782253171744;Le Livre de Poche;01/03/2001;283
Vérité;Peter JAMES;;9782253172048;Le Livre de Poche;07/11/2001;605
Avant de te dire adieu;Mary HIGGINS CLARK;;9782253172109;Le Livre de Poche;20/12/2001;441
Le Concile de pierre;Jean-Christophe GRANGE;;9782253172161;Le Livre de Poche;13/02/2002;413
Passion noire;Susan HOWATCH;;9782253173199;Le Livre de Poche;01/12/2003;637
Histoires sans issue;T. Coraghessan BOYLE;;9782253173540;Le Livre de Poche;13/11/2013;408
Miséricorde;Jussi ADLER-OLSEN;;9782253173618;Le Livre de Poche;09/01/2013;528
Loin de Chandigarh;Tarun TEJPAL;Fiction;9782253173991;;10/09/2012;704
La Mémoire dans la peau;Robert LUDLUM;Fiction;9782253174394;Le Livre de Poche;04/02/2013;672
Famille modèle;Eric PUCHNER;;9782253175551;Le Livre de Poche;29/05/2013;552
La Maison des singes;Sara GRUEN;;9782253175599;Le Livre de Poche;26/06/2013;456
Le Médecin d'Ispahan;Noah GORDON;Fiction;9782253176350;;22/10/2014;608
Le Temps des orages;Charlotte LINK;Fiction;9782253176374;Le Livre de Poche;06/10/2014;574
Le Fil des souvenirs;Victoria HISLOP;;9782253178101;Le Livre de Poche;07/05/2014;576
Une dernière danse;Victoria HISLOP;;9782253178118;Le Livre de Poche;06/05/2015;624
Au chat et à la souris;James PATTERSON;Fiction;9782253178637;Pocket;30/01/2014;444
Kaiken;Jean-Christophe GRANGE;;9782253179160;Le Livre de Poche;26/02/2014;552
Deuil interdit;Michael CONNELLY;Bosch, Harry (Fictitious character);9782253181231;Le Livre de Poche;01/01/2006;456
Lumière noire;Lisa GARDNER;Fiction;9782253181385;Le Livre de Poche;03/01/2018;512
L'Unité Alphabet;Jussi ADLER-OLSEN;Fiction;9782253181408;Le Livre de Poche;29/08/2018;640
La fille cachée;Lisa GARDNER;;9782253181644;Le Livre de Poche;29/08/2012;469
Meurtres en soutane;P. D. James;;9782253182382;Le Livre de Poche;05/03/2003;507
Le Temps d'un autre (Littérature & Documents);Robert GODDARD;;9782253184225;Le Livre de Poche;25/02/2015;493
Délivrance;Jussi ADLER-OLSEN;;9782253184386;Le Livre de Poche;02/01/2015;744
Omerta;R. J. ELLORY;Fiction;9782253184454;Le Livre de Poche;02/06/2022;496
La Ville orpheline;Victoria HISLOP;;9782253194422;Le Livre de Poche;04/05/2016;480
Muchachas 1 poche;Katherine PANCOL;;9782253194644;Le Livre de Poche;02/09/2015;480
22/11/1963;Stephen KING;;9782253195108;Le Livre de Poche;01/10/2014;1056
Sous protection;Viveca STEN;Policier;9782253195443;Le Livre de Poche;02/06/2021;528
Juste derrière moi;Lisa GARDNER;;9782253195504;Le Livre de Poche;05/01/2022;576
Les promises;Jean-Christophe GRANGE;Policier;9782253195542;Le Livre de Poche;01/01/2021;652
Au coeur de l'été;Viveca STEN;Fiction;9782253237280;Le Livre de Poche;01/03/2017;416
La Montagne magique;Thomas MANN;Fiction;9782253237594;Le Livre de Poche;14/09/2016;784
Les fureurs invisibles du coeur;John BOYNE;Fiction;9782253237853;Le Livre de Poche;22/08/2018;580
Les Immortalistes;Chloe BENJAMIN;Fiction;9782253238003;Le Livre de Poche;15/04/2019;416
Changer l'eau des fleurs;Valérie PERRIN;;9782253238027;Le Livre de Poche;26/08/2019;
San Perdido;David ZUKERMAN;Fiction;9782253240815;Le Livre de Poche;02/01/2019;450
La Dernière Chasse;Jean-Christophe GRANGE;Fiction;9782253241522;Le Livre de Poche;10/04/2019;416
Dans l'ombre du Paradis;Viveca STEN;;9782253241584;Le Livre de Poche;03/06/2020;573
De bonnes raisons de mourir;Morgan AUDIC;Fiction;9782253241591;Le Livre de Poche;03/05/2019;496
La sentence;John GRISHAM;Fiction;9782253241805;Le Livre de Poche;04/03/2020;500
Le Jour où Kennedy n'est pas mort;R. J. ELLORY;Fiction;9782253241874;Le Livre de Poche;04/06/2020;368
Sel;Jussi ADLER-OLSEN;Policier;9782253243922;Le Livre de Poche;25/05/2022;560
Les Crimes de nos pères;Asa LARSSON;Policier;9782253244004;Le Livre de Poche;02/11/2022;557
La Doublure;Mélissa DA COSTA;Fiction;9782253244585;Le Livre de Poche;03/10/2022;507
Origine;Dan BROWN;Fiction;9782253258148;Le Livre de Poche;04/10/2017;576
Dans les angles morts;Elizabeth BRUNDAGE;Fiction;9782253258292;Le Livre de Poche;;528
Trois baisers;Katherine PANCOL;Fiction;9782253259497;Le Livre de Poche;04/10/2017;864
La Terre des morts;Jean-Christophe GRANGE;Fiction;9782253259930;Le Livre de Poche;02/05/2018;560
Le Chant de l'assassin;R. J. ELLORY;Fiction;9782253260134;Le Livre de Poche;23/05/2019;496
L'Héritage Davenall;Robert GODDARD;Fiction;9782253261926;Le Livre de Poche;26/09/2019;704
Les sept soeurs;Lucinda RILEY;;9782253262329;Le Livre de Poche;16/07/2019;528
La sœur de la tempête;Lucinda RILEY;Fiction;9782253262336;Le Livre de Poche;08/04/2016;565
La soeur de l'ombre;Lucinda RILEY;;9782253262343;Le Livre de Poche;13/03/2018;778
La sœur à la perle;Lucinda RILEY;Fiction;9782253262350;Le Livre de Poche;12/03/2019;529
La sœur de la Lune;Lucinda RILEY;Fiction;9782253262367;Le Livre de Poche;19/05/2020;603
La Sœur du soleil;Lucinda RILEY;Fiction;9782253262374;Le Livre de Poche;04/05/2021;771
Les sept soeurs, tome 7;Lucinda RILEY;Fiction;9782253262381;Le Livre de Poche;;784
Coeur de chien;Mikhail BOULGAKOV;;9782253933144;Le Livre de Poche;01/07/1999;156
Tout le bleu du ciel;Mélissa DA COSTA;Fiction;9782253934103;Le Livre de Poche;15/02/2019;654
Ohio;Stephen MARKLEY;Fiction;9782253935032;Le Livre de Poche;19/08/2020;560
Pour rien au monde;Ken FOLLETT;Literary Collections;9782253935179;Le Livre de Poche;10/11/2021;668
Je revenais des autres;Mélissa DA COSTA;Fiction;9782253936138;Le Livre de Poche;05/05/2021;576
Trois;Valérie PERRIN;Fiction;9782253936145;Le Livre de Poche;01/04/2021;672
Les soeurs de Montmorts;Jérôme LOUBRY;Policier;9782253937838;Le Livre de Poche;01/05/2023;
Les Jalna, Tome 1 : La Naissance de Jalna;Mazo DE LA ROCHE;;9782258028180;Le Livre de Poche;14/10/1998;1031
Les Jalna, Tome 3 : Finch Whiteoak, Le Maître de Jalna, La moisson de Jalna, Le destin de Wakefield;Mazo DE LA ROCHE;;9782258031043;Le Livre de Poche;01/08/1990;1222
Le dieu fleuve;Wilbur SMITH;;9782258038622;Pocket;01/01/1993;639
Les tambours sauvages;Michel PEYRAMAURE;Colonists;9782258070103;Pocket;01/01/2006;595
Les Nuits du Caire;Dominique MARNY;Fiction;9782258104709;Pocket;18/04/2013;325
L'assassin qui rêvait d'une place au paradis;Jonas JONASSON;Fiction;9782258135390;Pocket;18/02/2016;277
Le secret du Temple;Paul SUSSMAN;Fiction;9782258135659;Pocket;12/11/2015;418
C'est ainsi que les hommes vivent;Pierre PELOT;Fiction;9782258137042;Le Livre de Poche;03/11/2016;1011
Une avalanche de conséquences;Elizabeth GEORGE;Fiction;9782258138568;Pocket;22/09/2016;495
Le prince héritier;Bernard LENTERIC;;9782259186803;Le Livre de Poche;01/01/1998;273
Le Petit Copain;Donna TARTT;Fiction;9782259221870;Pocket;09/01/2014;608
Le Maître des illusions;Donna TARTT;Fiction;9782259222259;Pocket;09/01/2014;504
Migrations;Miloš CRNJANSKI;Serbia;9782260004868;Le Livre de Poche;01/01/1986;855
La Petite femelle;Philippe JAENADA;Fiction;9782260021360;Points;20/08/2015;615
La Conjuration des imbéciles;John KENNEDY TOOLE;;9782264013415;43374;08/07/2006;478
Le grand Elysium Hôtel;Timothy FINDLEY;;9782264016423;43374;29/05/1997;539
L'Inconsolé;Kazuo ISHIGURO;;9782264024190;43374;02/06/1999;608
L'Histoire de Bone;Dorothy ALLiSON;;9782264024671;10 X 18;20/01/1999;414
L'amour du mal;Francis DICK;;9782264028563;43374;07/01/1999;350
En route vers l'ouest;Jim HARRISON;;9782264031747;10 X 18;03/05/2001;367
Quand nous étions orphelins;Kazuo ISHIGURO;;9782264033741;43374;05/09/2002;383
La Maison du bout du monde;Michael CUNNINGHAM;;9782264034274;10 X 18;19/05/2004;424
La Poussière des ombres;Barbara HAMBLY;;9782264035738;43374;07/11/2002;445
Dispersés par le vent;Richard FLANAGAN;;9782264037053;10 X 18;04/08/2004;392
Le café Azul profundo;Roberto AMPUERO;;9782264038814;43374;07/07/2005;364
De Marquette à Veracruz;Jim HARRISON;;9782264041159;10 X 18;13/12/2005;485
Jackpot;Carl HIAASEN;;9782264041470;43374;03/05/2005;540
Diadorim;João GUIMARAES ROSA;;9782264041791;10 X 18;01/01/2005;628
Wilt 1;Tom SHARPE;Fiction;9782264042439;43374;01/01/2005;288
Les cerfs-volants de Kaboul - Grand prix des Lectrices de Elle 2006;Khaled HOSSEINI;;9782264043573;43374;20/03/2006;405
A PROPOS D'UN GAMIN;Nick HORNBY;;9782264044273;10 X 18;10/05/2006;316
Mêlée ouverte au Zoulouland;Tom SHARPE;;9782264044303;43374;01/01/2006;286
Wisconsin;Mary Relindes ELLIS;;9782264046246;43374;01/01/2008;442
Le pont des soupirs;Richard RUSSO;;9782264048851;10 X 18;07/01/2010;831
Quelque chose à te dire;Hanif KUREISHI;;9782264048967;10 X 18;21/01/2010;568
Mille soleils splendides;Khaled HOSSEINI;;9782264049063;43374;08/01/2009;411
Dans la gorge du dragon;Eliot PATTISON;;9782264049872;43374;04/06/2009;532
Le proscrit;Sadie JONES;;9782264050298;10 X 18;19/08/2010;377
Beatles;Lars Saabye CHRISTENSEN;;9782264053121;10 X 18;03/02/2011;800
Vocation fatale;Anne PERRY;Fiction;9782264054746;43374;01/06/2011;380
Triple Crossing;Sebastian ROTELLA;;9782264060402;10 X 18;19/09/2013;500
Chroniques de l'oiseau à ressort;Haruki MURAKAMI;;9782264061362;10 X 18;21/08/2014;960
Underground;Haruki MURAKAMI;;9782264062703;10 X 18;06/02/2014;542
Ainsi résonne l'écho infini des montagnes;Khaled HOSSEINI;;9782264063496;10 X 18;02/10/2014;498
L'incolore Tsukuru Tazaki et ses années de pèlerinage;Haruki MURAKAMI;;9782264066176;10 X 18;02/09/2015;360
Le secret de la manufacture de chaussettes inusables;Annie BARROWS;;9782264066695;10 X 18;02/06/2016;696
Nous;David NICHOLLS;;9782264067425;10 X 18;07/04/2016;552
Des hommes sans femmes;Haruki MURAKAMI;;9782264073020;43374;01/04/2018;
Au feu, les pompiers;M. J. ARLIDGE;Fiction;9782264073501;;01/03/2018;433
Une idée apparaît;Haruki MURAKAMI;Fiction;9782264074188;43374;11/10/2018;392
Power;Michaël MENTION;Fiction;9782264074355;43374;05/09/2019;464
Réveiller les lions;Ayelet GUNDAR-GOSHEN;Fiction;9782264074379;43374;07/09/2017;326
L'arbre monde;Richard POWERS;;9782264074430;43374;30/01/2020;
La métaphore se déplace;Haruki MURAKAMI;;9782264075178;43374;01/12/2019;
L'Envol du moineau;Amy BELDING BROWN;Literary Collections;9782264075529;43374;21/03/2019;349
La Fabrique des salauds;Chris KRAUS;Literary Collections;9782264076267;43374;22/08/2019;869
L'abbé Grégoire s'en mêle;Anne VILLEMIN-SICHERMAN;;9782264076656;43374;09/12/2020;
Tout le bonheur du monde;Claire LOMBARDO;;9782264077226;43374;01/01/2021;702
Au nom des miens;Nina WÄHÄ;Literary Collections;9782264077257;43374;26/08/2021;398
Clockers;Richard PRICE;Literary Collections;9782264078407;43374;19/03/2020;522
Aujourd'hui comme hier;Mary Beth KEANE;Literary Collections;9782264080035;43374;26/08/2021;410
Les exfiltrés de Berlin;Harald GILBERS;Fiction;9782264080097;43374;26/05/2021;448
Le créateur de poupées;Nina ALLAN;;9782264080967;43374;12/08/2021;404
Mary wakefield;Mazo DE LA ROCHE;;9782266000901;;08/07/2015;
Fanny Stevenson, entre passion et liberté;Alexandra LAPIERRE;;9782266008204;Pocket;02/03/1995;663
Tant qu'il y aura des hommes !;James JONES;;9782266019057;Pocket;01/03/1987;
Dolores Claiborne;Stephen KING;;9782266047425;Pocket;06/11/1998;323
CALIFORNIA SAGA. Tome 1;John JAKES;;9782266050708;Pocket;12/10/1992;491
CALIFORNIA SAGA. Tome 2;John JAKES;;9782266050746;Pocket;24/06/1992;434
